elevation,slope,aspect,curvature,geology,rainfall_1h,rainfall_24h,rainfall_72h,rainfall_intensity,temperature,humidity,soil_moisture,insar_velocity_mm_yr,sar_deformation_flag,landslide
3288.9,18.34,249.2,0.04783,Sedimentary/Alluvium,13.03,51.59,100.72,0.2526,3.2,80.7,63.3,-3.26,0,0
3487.7,8.88,245.3,-0.44787,LHS Daling,1.42,22.78,89.38,0.0623,1.9,72.5,48.9,-0.7,0,0
770.0,7.53,4.2,0.04531,Lingtse,0.1,25.86,25.86,0.004,20.3,49.2,44.2,-0.45,0,0
548.5,7.38,238.9,0.221,Lingtse,5.6,30.74,78.4,0.1821,13.5,82.5,45.5,-3.85,0,0
923.7,47.76,151.0,0.2952,LHS Daling,16.49,95.66,259.32,0.1723,18.2,89.7,93.5,-4.96,0,1
4419.5,44.36,24.9,-1.97332,GHS paro,23.92,167.7,450.6,0.1426,-7.2,99.0,94.5,-17.91,1,1
436.5,19.62,341.4,-0.12656,GHS paro,0.22,8.43,55.14,0.0264,22.4,80.9,73.5,-14.07,1,0
2600.7,25.71,10.5,-0.0487,Lingtse,1.11,1.31,4.35,0.8492,11.2,40.2,16.4,-0.73,0,0
2526.3,6.96,24.1,-0.2808,LHS Daling,0.5,2.31,3.47,0.2156,12.1,56.4,17.1,-1.81,0,0
2925.0,45.82,188.1,1.92397,GHS paro,2.08,2.08,11.04,1.0,4.4,54.7,27.0,-1.6,0,0
700.7,18.55,179.4,0.04215,GHS paro,0.21,7.4,7.4,0.0281,18.1,55.7,15.7,-1.18,0,0
1264.0,35.72,211.0,-0.93239,LHS,0.75,0.75,10.79,1.0,18.8,52.8,43.3,-1.25,0,0
2203.4,34.4,136.2,3.28774,LHS Daling,28.76,175.92,468.74,0.1635,5.5,89.2,79.1,-15.25,1,1
2111.1,15.98,223.2,0.34803,MCT zone,1.47,20.52,55.51,0.0717,7.2,72.6,74.7,-2.01,0,0
1163.9,13.91,80.6,-0.47835,MCT zone,2.26,54.07,116.19,0.0417,13.3,88.8,61.2,-4.45,0,0
2255.2,18.93,65.5,0.16552,MCT zone,0.01,5.33,17.66,0.0022,13.2,64.6,27.5,-0.03,0,0
1190.2,35.83,224.1,1.33444,LHS Daling,13.73,61.63,140.51,0.2227,10.8,75.7,69.9,-3.22,0,0
3660.5,11.88,194.9,0.45595,LHS Daling,12.94,134.36,426.27,0.0963,-7.0,98.2,85.7,-20.51,1,1
1292.8,48.65,166.6,-1.87166,LHS Daling,0.01,2.15,19.94,0.0057,23.0,68.9,30.0,-0.37,0,0
2486.7,16.54,168.3,0.46939,GHS paro,4.81,26.56,64.4,0.1811,2.0,88.2,60.9,-2.78,0,0
912.1,22.48,28.9,0.24541,GHS paro,6.88,21.25,85.46,0.3238,19.8,75.1,63.3,-2.53,0,0
1446.3,43.19,143.6,-0.28008,LHS Daling,32.33,193.77,447.01,0.1668,5.7,90.1,94.2,-14.25,1,1
2769.6,23.73,35.8,-0.25971,LHS Daling,11.47,54.54,115.19,0.2102,3.7,91.2,58.4,-2.22,0,0
2112.9,22.9,162.5,0.20638,LHS Daling,0.21,0.83,39.27,0.2531,10.9,41.6,34.1,-0.14,0,0
1619.6,41.04,151.0,-0.22871,Lingtse,1.23,10.12,43.77,0.1218,16.3,86.3,73.3,-1.34,0,0
2350.4,44.04,141.4,-0.70306,GHS paro,2.9,22.63,47.36,0.128,2.7,85.1,62.5,-12.75,1,0
702.3,14.92,224.7,-0.41596,LHS Daling,35.33,188.22,534.56,0.1877,12.3,90.8,89.9,-13.43,1,0
2478.2,10.09,37.6,-0.14127,MCT zone,6.51,101.52,542.89,0.0641,2.0,87.2,90.7,-20.21,1,1
2005.5,50.54,108.2,2.66679,GHS paro,0.33,9.88,9.88,0.0335,19.4,53.0,35.9,-1.81,0,0
3113.9,20.99,233.9,0.23455,GHS paro,0.41,0.75,3.74,0.5525,-0.5,47.4,16.2,-2.47,0,0
1866.9,6.86,163.9,0.45938,GHS paro,24.15,159.93,402.85,0.151,8.1,88.5,92.3,-20.86,1,0
3304.2,15.92,291.6,-0.69589,Lingtse,6.1,52.99,100.71,0.1151,0.3,88.8,71.5,-2.2,0,0
1472.0,54.78,182.9,0.28802,LHS Daling,1.33,5.65,5.65,0.235,15.3,57.7,18.6,-3.82,0,0
3626.9,18.3,287.0,0.12854,MCT zone,0.0,3.27,3.27,0.0007,4.1,44.4,25.9,-7.37,1,0
2108.0,12.09,220.1,-0.33878,LHS Daling,22.01,90.91,382.81,0.2421,3.5,88.0,84.2,-21.48,1,1
763.5,29.16,179.3,0.59197,LHS Daling,3.77,26.6,54.15,0.1419,19.7,75.7,62.0,-5.4,0,0
2855.7,46.01,185.8,-1.76194,GHS paro,0.05,8.86,9.21,0.0058,1.3,52.9,40.5,-0.7,0,0
1163.1,23.99,354.2,0.17153,GHS paro,0.02,3.75,4.88,0.0047,11.8,66.8,44.3,-1.35,0,0
1896.8,19.51,329.3,-0.24055,GHS paro,0.19,1.94,6.71,0.0988,20.6,56.6,18.0,-1.55,0,0
1305.9,5.55,194.4,-0.70738,MCT zone,40.74,166.98,355.38,0.244,11.4,91.0,74.6,-16.54,1,0
410.2,34.47,166.5,-0.766,LHS,25.66,178.24,402.13,0.144,17.8,95.0,72.5,-12.5,1,1
1590.5,18.02,301.3,0.38212,MCT zone,2.8,26.38,51.89,0.106,10.4,76.5,56.1,-3.43,0,0
1911.3,11.4,103.9,0.19761,GHS paro,1.18,2.56,28.58,0.4598,16.1,45.2,23.9,-0.68,0,0
1848.5,48.17,110.9,-1.99184,GHS paro,1.04,2.79,2.79,0.3739,9.5,67.0,22.6,-2.44,0,0
2038.4,22.26,67.1,1.04067,GHS paro,54.52,249.86,578.76,0.2182,9.5,97.1,95.1,-29.27,1,1
1046.2,48.46,75.2,-4.24367,LHS Daling,1.64,7.31,7.31,0.2248,24.9,68.6,33.0,-2.53,0,0
2205.7,24.46,170.4,0.36157,Lingtse,8.08,26.63,88.06,0.3036,11.7,91.8,46.4,-2.63,0,0
1532.8,51.78,159.0,-2.6892,LHS Daling,13.28,83.23,265.74,0.1596,12.8,91.4,78.1,-6.93,0,1
1265.2,16.53,120.3,-0.24536,LHS Daling,0.07,0.43,6.79,0.1521,21.8,72.7,20.5,-3.27,0,0
1349.7,25.72,58.9,0.17202,Lingtse,0.15,15.52,15.52,0.0099,13.9,42.2,40.7,-0.96,0,0
2975.8,14.94,195.1,0.15672,GHS paro,0.1,1.88,1.88,0.0518,13.4,51.3,43.7,-1.13,0,0
1872.7,15.38,316.5,0.29395,MCT zone,0.05,2.71,4.59,0.0166,8.5,65.6,26.0,-2.64,0,0
463.7,40.19,177.1,0.66829,LHS Daling,7.93,51.62,122.42,0.1535,20.3,91.9,50.6,-10.85,1,0
931.3,54.62,194.4,3.56793,LHS,1.27,3.18,3.18,0.4005,16.2,45.5,35.0,0.11,0,0
817.0,26.22,210.7,0.6588,LHS Daling,0.13,4.92,22.51,0.026,18.0,71.8,25.1,-0.94,0,0
1669.3,41.95,117.1,-0.56954,GHS paro,0.86,8.89,8.89,0.0968,11.1,56.6,36.3,-2.52,0,0
1277.5,11.39,40.3,0.15969,Sedimentary/Alluvium,1.19,25.11,25.11,0.0475,13.3,61.1,23.7,-0.81,0,0
3229.6,8.85,353.7,-0.66743,Sedimentary/Alluvium,17.97,147.83,422.78,0.1216,-0.6,86.6,93.4,-14.91,1,0
1032.1,20.71,179.6,-0.16146,Sedimentary/Alluvium,0.08,1.83,2.36,0.0453,12.4,48.5,30.4,1.02,0,0
2111.1,15.98,223.2,0.34803,MCT zone,41.69,166.03,382.28,0.2511,8.5,97.3,95.8,-29.36,1,1
2540.8,29.68,152.5,-1.31359,GHS paro,21.21,154.92,560.39,0.1369,-0.3,88.9,93.9,-12.74,1,1
2763.5,25.37,178.5,-0.70432,Sedimentary/Alluvium,20.02,121.18,390.32,0.1652,3.3,96.1,92.5,-16.46,1,0
1903.4,46.61,173.1,-3.31831,MCT zone,8.95,36.34,136.53,0.2463,5.0,72.8,52.4,-5.27,0,0
1663.2,15.53,98.0,0.9972,MCT zone,1.13,6.33,6.33,0.1781,19.7,65.4,28.9,-1.64,0,0
787.0,36.35,198.1,2.7504,LHS Daling,1.23,1.23,14.66,1.0,17.1,44.4,42.4,-1.07,0,0
2798.8,7.46,83.4,-0.26054,MCT zone,6.09,31.17,102.46,0.1952,7.1,87.6,73.9,-3.43,0,0
517.7,5.86,209.5,1.27724,GHS paro,1.2,16.23,118.75,0.0742,20.4,77.0,69.3,-2.55,0,0
888.4,36.44,143.1,-0.9755,LHS,43.69,286.96,677.66,0.1522,17.7,89.3,75.2,-14.35,1,1
2929.1,12.16,4.7,-0.00786,MCT zone,0.4,4.39,4.39,0.0914,8.1,43.3,19.5,-1.11,0,0
3626.9,18.3,287.0,0.12854,MCT zone,23.68,162.52,550.41,0.1457,1.9,86.7,88.7,-6.45,0,0
1411.6,12.78,334.0,0.26927,GHS paro,0.03,0.04,3.91,0.262,15.1,64.5,27.9,-2.16,0,0
1862.5,18.64,9.8,-0.32147,GHS paro,8.6,53.28,94.55,0.1613,5.7,79.4,69.9,-12.47,1,1
4544.7,35.74,282.7,-1.17147,GHS paro,0.03,1.96,4.58,0.0151,-6.1,51.5,31.0,-1.97,0,0
722.0,12.33,68.6,-0.27716,LHS Daling,1.98,1.98,7.2,1.0,16.3,72.4,29.1,-2.67,0,0
3810.3,43.15,188.7,0.28721,GHS paro,5.64,38.48,88.77,0.1466,1.5,83.7,61.1,-4.97,0,0
1992.7,33.13,199.9,-0.25611,LHS Daling,13.13,160.31,386.14,0.0819,11.2,90.1,90.3,-19.14,1,1
612.5,11.0,31.3,0.69079,LHS Daling,0.7,0.82,5.32,0.8556,16.4,73.9,42.4,-1.19,0,0
4356.8,35.52,274.2,2.66859,GHS paro,1.73,46.44,139.24,0.0372,-7.3,86.4,45.5,-2.0,0,0
3460.1,5.12,239.5,-0.10362,Lingtse,15.93,51.37,156.03,0.3102,3.5,82.7,58.5,-2.15,0,0
1806.9,17.11,298.9,0.09351,LHS Daling,1.7,32.39,80.71,0.0526,8.5,81.1,70.1,-4.11,0,0
1768.1,45.85,169.1,0.6931,MCT zone,0.46,4.71,4.76,0.0982,12.3,49.4,36.6,-0.31,0,0
1975.5,40.9,92.2,-0.98842,GHS paro,14.16,170.07,514.36,0.0833,5.5,98.7,72.2,-27.24,1,1
2671.4,22.84,350.5,-0.35119,MCT zone,1.38,14.81,14.81,0.0933,12.1,62.4,20.6,-0.08,0,0
3423.1,21.2,141.3,0.29105,LHS Daling,0.08,4.95,4.95,0.0152,-0.4,55.4,22.9,-3.02,0,0
4624.7,34.99,200.9,-0.00597,GHS paro,0.26,0.79,20.68,0.3311,-0.5,73.9,17.4,-2.48,0,0
3756.8,36.51,90.0,-0.6063,GHS paro,5.0,109.61,274.45,0.0456,0.7,91.8,96.6,-13.95,1,1
1509.9,26.47,162.4,-1.85124,LHS Daling,4.18,17.46,82.57,0.2393,15.8,91.3,58.8,-4.33,0,0
1975.5,40.9,92.2,-0.98842,GHS paro,0.19,4.27,63.86,0.0452,13.2,62.3,24.2,-6.13,1,0
2154.7,38.75,235.8,-1.26287,GHS paro,0.13,0.65,8.95,0.1996,15.6,71.0,29.9,-1.29,0,0
315.3,5.91,29.2,-0.61026,LHS Daling,0.11,8.68,15.95,0.0129,21.4,51.6,22.2,-2.72,0,0
722.0,12.33,68.6,-0.27716,LHS Daling,0.28,3.26,26.88,0.0859,21.9,74.8,25.6,-2.01,0,0
2541.7,14.42,154.0,0.32629,GHS paro,2.01,23.79,73.28,0.0845,8.6,90.9,62.8,-10.57,1,0
3483.1,5.53,263.7,-0.48388,Sedimentary/Alluvium,75.87,333.02,703.65,0.2278,-4.2,93.6,74.5,-26.71,1,1
2006.8,24.52,45.9,-0.02566,GHS paro,4.56,73.86,124.23,0.0617,5.0,82.6,62.2,-3.0,0,0
3604.1,18.86,38.4,-0.15527,LHS Daling,1.39,66.02,202.52,0.0211,-3.2,70.6,62.5,-0.72,0,0
4133.2,17.19,154.0,2.64194,GHS paro,0.14,4.07,5.92,0.0344,6.5,41.0,38.8,-2.7,0,0
730.5,7.13,55.9,0.25351,Sedimentary/Alluvium,1.73,9.98,9.98,0.1729,24.4,50.2,37.0,-3.26,0,0
4522.6,39.99,95.6,0.9805,GHS paro,4.78,41.76,100.48,0.1146,0.4,74.5,67.1,-5.05,0,0
1912.3,40.97,171.8,-1.42741,GHS paro,0.49,11.34,11.34,0.0432,13.3,67.0,35.9,-1.65,0,0
3094.3,22.83,79.9,0.65565,LHS Daling,0.14,1.57,13.19,0.089,10.2,69.3,25.0,-1.02,0,0
1626.8,22.68,335.5,-1.1489,GHS paro,0.82,5.89,22.59,0.1399,13.0,63.8,25.0,-2.92,0,0
3483.7,19.98,338.3,-0.42137,GHS paro,0.94,3.42,3.42,0.275,7.3,45.1,16.7,-2.08,0,0
1919.4,25.05,262.1,0.06423,LHS Daling,2.58,2.58,4.88,1.0,11.4,73.1,31.0,-1.13,0,0
604.8,17.8,336.4,-0.55583,MCT zone,1.85,1.85,14.53,1.0,15.3,42.4,27.2,-3.06,0,0
327.4,10.85,287.1,-0.30072,MCT zone,12.86,114.72,364.6,0.1121,18.2,94.4,92.2,-27.04,1,1
1757.8,12.42,271.0,-0.07746,MCT zone,0.12,1.97,1.97,0.0622,19.7,47.6,28.7,-0.69,0,0
1347.9,14.62,332.8,-0.24225,LHS Daling,14.62,141.99,373.72,0.103,12.0,96.1,88.7,-6.94,0,1
2331.6,7.67,150.8,-0.01001,GHS paro,0.46,0.76,0.95,0.6134,4.9,73.0,18.6,-2.23,0,0
869.4,20.65,294.2,0.21869,MCT zone,0.05,10.06,10.06,0.0049,22.2,73.1,34.9,-2.24,0,0
3471.4,24.95,84.1,-0.44128,MCT zone,10.97,202.77,456.56,0.0541,-6.1,93.1,82.7,-17.59,1,0
1924.3,16.66,223.5,0.49077,LHS Daling,7.9,62.42,125.92,0.1265,6.3,83.7,71.2,-5.49,0,0
1681.0,20.99,143.6,-0.02504,GHS paro,0.18,0.18,4.48,1.0,8.3,70.8,42.0,-0.4,0,0
3409.4,11.17,92.8,-0.53249,LHS Daling,0.39,3.62,23.31,0.1084,6.5,42.4,42.3,-3.68,1,0
3642.9,24.55,126.3,0.22249,GHS paro,11.97,124.53,317.02,0.0961,-3.3,88.2,77.7,-31.5,1,1
2238.0,23.69,98.7,0.36763,GHS paro,10.35,103.09,347.03,0.1004,7.0,87.8,97.7,-6.04,0,0
1966.0,45.01,228.6,-1.93893,GHS paro,20.4,154.57,360.93,0.132,10.4,88.9,92.8,-5.36,0,1
443.9,17.37,166.5,-0.74408,LHS Daling,0.0,1.6,8.0,0.0024,28.4,60.5,31.7,-1.53,0,0
1592.3,32.8,219.0,-0.74065,LHS Daling,6.99,56.13,135.71,0.1245,11.7,85.1,68.2,-10.03,1,1
2194.9,19.74,42.4,0.03273,GHS paro,26.95,118.91,315.14,0.2266,7.9,90.2,93.0,-14.95,1,1
2478.4,18.3,274.0,-0.07316,MCT zone,0.21,4.8,4.8,0.0438,16.6,58.3,25.8,-2.62,0,0
965.4,12.92,254.3,-0.11816,MCT zone,0.19,0.53,20.65,0.3547,25.8,70.0,36.2,-1.43,0,0
668.8,19.61,125.2,0.48335,Sedimentary/Alluvium,0.21,2.32,10.78,0.0913,27.3,52.9,18.4,-0.09,0,0
367.6,14.84,337.4,0.7089,MCT zone,0.3,1.79,12.66,0.1693,28.4,48.0,33.2,-1.01,0,0
543.7,25.37,322.8,0.04801,MCT zone,5.6,29.17,89.36,0.192,23.5,82.2,73.9,-2.06,0,0
2723.7,18.69,231.8,0.38555,Lingtse,24.15,156.85,545.4,0.1539,0.9,93.6,75.4,-12.07,1,1
886.8,25.67,107.9,-1.93139,LHS Daling,0.53,4.89,4.89,0.1074,12.8,55.7,35.9,-2.04,0,0
3138.9,7.69,331.5,-0.1931,GHS paro,4.67,20.76,64.61,0.2249,7.1,72.5,66.0,-4.15,0,0
2108.6,46.97,105.9,0.50513,GHS paro,0.48,7.82,7.82,0.0612,13.7,51.1,24.1,-2.0,0,0
1177.3,44.62,136.8,-1.3948,LHS Daling,5.15,41.13,101.61,0.1253,16.7,78.7,47.0,-2.51,0,0
4295.5,41.07,199.4,0.62488,GHS paro,7.47,31.8,63.98,0.235,0.6,72.5,74.9,-1.1,0,0
2086.5,8.42,14.2,-0.35392,GHS paro,21.14,176.11,495.31,0.1201,10.1,97.5,75.4,-18.34,1,1
690.3,25.73,274.0,-0.18641,LHS Daling,9.01,38.82,93.31,0.232,14.7,88.4,45.2,-4.31,0,0
648.0,51.3,158.3,1.07911,LHS Daling,0.74,9.11,10.84,0.081,26.7,40.1,16.4,-2.01,0,0
1190.4,21.96,249.8,0.47579,LHS Daling,0.1,1.85,7.24,0.0553,19.0,68.7,39.4,-1.02,0,0
1146.9,12.75,186.4,0.56489,MCT zone,15.91,145.62,396.25,0.1093,9.5,86.6,72.8,-20.55,1,1
1868.8,56.15,145.2,1.91233,GHS paro,0.43,3.27,15.35,0.1309,20.0,70.4,16.5,-2.04,0,0
2402.3,23.3,54.0,0.16877,GHS paro,2.98,55.29,109.81,0.0538,9.8,77.2,67.0,-4.13,0,0
4516.8,34.37,230.8,0.41175,GHS paro,0.19,1.22,6.03,0.1569,-5.5,72.1,19.2,-0.29,0,0
2360.6,13.81,88.7,0.37982,Lingtse,5.0,149.34,437.13,0.0335,7.2,95.4,79.3,-3.26,0,1
1299.3,38.24,163.8,-1.46413,MCT zone,5.06,49.35,135.58,0.1026,12.9,76.3,49.6,-9.17,1,1
551.2,14.27,220.8,0.07241,LHS Daling,15.33,121.81,310.92,0.1258,15.2,98.0,88.0,-3.99,0,0
2991.2,10.92,113.5,0.07387,LHS Daling,0.0,3.61,3.61,0.0009,5.9,59.9,26.4,-3.07,0,0
1396.2,51.35,200.8,-1.60423,LHS Daling,0.61,0.61,5.82,1.0,19.7,57.0,21.1,-4.47,0,0
936.4,44.18,175.8,-1.40828,LHS Daling,0.07,10.88,27.69,0.0064,15.2,41.1,39.0,-2.74,0,0
2111.1,15.98,223.2,0.34803,MCT zone,0.61,2.2,2.2,0.2762,13.5,51.0,41.1,0.07,0,0
3458.6,20.25,13.2,-0.28736,MCT zone,6.06,29.48,75.21,0.2056,5.1,72.3,66.7,-4.82,0,0
1919.5,28.94,138.8,-0.85848,GHS paro,0.53,3.78,21.68,0.1391,11.3,74.8,18.9,-1.12,0,0
3199.6,5.38,214.7,0.6246,Sedimentary/Alluvium,0.78,1.34,6.25,0.5774,7.9,42.9,18.5,-2.96,0,0
1649.3,21.76,6.6,-0.00243,Sedimentary/Alluvium,0.49,7.88,7.88,0.0619,19.6,66.8,38.4,-0.26,0,0
367.6,14.84,337.4,0.7089,MCT zone,1.21,1.21,1.84,1.0,23.9,43.7,40.2,-2.72,1,0
3652.3,18.06,11.2,0.03446,LHS Daling,0.41,0.44,1.26,0.9266,6.3,71.5,31.3,-1.84,0,0
326.8,11.79,314.0,-0.86136,MCT zone,0.07,3.62,21.43,0.0186,27.4,48.8,31.8,-1.35,0,0
1041.9,31.76,168.8,-0.47383,LHS,23.61,136.69,495.51,0.1727,16.4,95.8,93.3,-3.43,0,1
834.5,33.28,174.8,-4.23002,LHS Daling,13.36,172.99,425.82,0.0772,15.7,90.9,86.3,-20.62,1,1
4399.4,39.42,246.3,2.11399,GHS paro,0.0,2.94,22.42,0.001,3.0,64.5,19.5,-0.43,0,0
724.2,32.49,236.1,-0.45072,LHS Daling,0.26,5.67,6.43,0.0457,17.9,67.3,37.0,-2.43,0,0
1005.5,36.8,190.3,-2.16362,LHS Daling,0.05,8.75,8.75,0.0057,19.9,50.9,41.7,-0.89,0,0
1658.0,7.04,50.4,0.05669,Sedimentary/Alluvium,10.55,40.4,82.65,0.2612,6.4,86.4,47.2,-3.32,0,0
1138.9,46.46,208.0,-2.54674,LHS Daling,1.02,8.63,58.45,0.1188,23.3,58.5,25.2,-0.45,0,0
1778.9,5.72,121.2,0.21744,Sedimentary/Alluvium,26.68,223.73,533.86,0.1193,7.0,86.0,93.5,-6.49,0,1
1391.5,10.19,348.8,-0.33075,LHS Daling,0.45,0.92,8.73,0.49,12.5,65.8,21.5,-0.87,0,0
722.0,12.33,68.6,-0.27716,LHS Daling,23.65,74.87,224.41,0.3159,17.3,88.6,47.0,-11.71,1,0
1953.0,19.66,297.3,0.60538,LHS Daling,22.89,236.22,536.49,0.0969,8.3,91.9,93.8,-17.31,1,1
2640.0,18.86,149.3,-0.17176,Lingtse,0.44,7.01,7.01,0.063,14.3,47.3,22.4,-3.9,0,0
1011.3,20.91,250.1,0.37373,GHS paro,68.29,269.24,639.12,0.2536,16.2,96.4,73.7,-15.67,1,1
4308.0,40.3,194.1,-0.28439,GHS paro,10.85,45.67,95.41,0.2375,-3.8,82.1,63.5,-3.63,0,0
2748.5,35.8,306.9,-2.6087,GHS paro,0.94,3.72,4.79,0.2525,3.5,42.8,35.9,-7.02,1,0
738.8,18.97,38.2,-2.5722,LHS Daling,0.15,6.22,26.8,0.0248,23.0,46.9,21.0,-2.0,0,0
2124.5,25.04,273.0,0.36543,Lingtse,53.86,265.97,631.59,0.2025,9.6,86.8,72.9,-14.13,1,1
1663.2,15.53,98.0,0.9972,MCT zone,20.77,112.73,283.78,0.1842,12.5,96.0,78.2,-5.29,0,1
2166.9,22.56,11.2,0.6123,GHS paro,0.48,6.12,10.87,0.0779,16.8,74.6,25.2,-2.29,0,0
1309.4,24.18,189.2,-0.86116,Lingtse,1.17,29.66,91.77,0.0394,15.9,79.4,61.1,-1.13,0,0
1590.5,18.02,301.3,0.38212,MCT zone,0.09,4.97,14.06,0.0178,18.8,57.3,20.5,-2.08,0,0
1566.5,23.82,195.4,-0.49104,MCT zone,0.83,1.29,15.17,0.6396,12.9,69.0,44.3,-1.39,0,0
4021.8,30.54,224.5,-0.02952,GHS paro,0.63,44.94,95.44,0.014,-3.7,80.5,66.7,-4.81,0,0
647.6,31.41,203.5,-1.42257,LHS Daling,7.08,63.96,115.55,0.1108,16.7,89.5,68.4,-1.01,0,0
1756.2,30.99,106.3,-1.53719,GHS paro,2.03,11.46,11.46,0.1773,14.3,65.9,32.3,0.48,0,0
2011.1,18.08,59.9,0.00414,GHS paro,8.75,134.48,354.11,0.0651,9.9,91.0,74.3,-1.57,0,0
1992.7,33.13,199.9,-0.25611,LHS Daling,0.37,6.24,6.24,0.0601,15.9,59.8,28.3,-2.17,0,0
2503.5,6.78,20.8,0.30134,GHS paro,1.15,2.23,4.82,0.5168,16.9,42.7,38.4,-3.92,0,0
800.2,27.94,223.6,0.2088,LHS Daling,5.87,39.21,127.45,0.1496,21.4,70.1,56.4,-5.79,0,0
1316.8,14.95,154.9,-0.62528,LHS Daling,1.48,63.59,144.62,0.0232,15.7,83.7,70.6,-1.5,0,0
1704.5,29.77,186.6,1.09413,LHS Daling,31.68,147.04,374.83,0.2154,10.7,89.8,83.6,-26.98,1,1
1592.3,32.8,219.0,-0.74065,LHS Daling,0.7,2.04,28.98,0.3444,14.6,46.2,26.1,-1.63,0,0
2541.7,14.42,154.0,0.32629,GHS paro,35.93,155.69,431.54,0.2308,7.8,91.2,91.0,-3.81,0,0
1268.6,39.29,122.2,-0.30767,LHS Daling,0.13,1.48,3.51,0.0869,24.0,62.4,15.1,-11.89,1,0
2582.8,21.97,143.0,0.1315,LHS Daling,18.02,158.2,364.63,0.1139,6.1,97.4,79.4,-5.35,0,1
1613.7,10.2,294.9,-0.59396,LHS Daling,3.12,44.63,128.2,0.0698,13.8,70.2,54.3,-2.56,0,0
2233.8,17.98,218.8,0.49531,MCT zone,1.48,63.73,109.46,0.0232,12.8,83.9,72.0,-0.07,0,0
2025.0,6.18,108.3,-0.24088,LHS Daling,0.31,0.31,40.66,1.0,19.1,48.2,33.5,-0.91,0,0
3112.2,24.01,127.7,-0.41792,GHS paro,0.58,38.55,115.44,0.0151,-2.2,79.0,51.6,-3.31,0,0
522.7,20.32,138.2,0.83535,Sedimentary/Alluvium,2.74,32.93,72.04,0.0832,20.2,87.1,57.6,-3.12,0,0
1966.0,45.01,228.6,-1.93893,GHS paro,38.66,238.3,498.28,0.1622,11.3,86.7,84.3,-15.59,1,1
1146.6,12.49,266.8,0.34009,GHS paro,0.03,4.61,45.74,0.0064,14.0,44.0,42.3,-1.87,0,0
2006.7,21.87,221.7,0.21466,Lingtse,1.04,3.15,11.99,0.3319,11.6,74.8,27.6,-0.44,0,0
519.4,6.75,55.4,0.23543,MCT zone,9.72,143.15,429.84,0.0679,14.2,93.9,75.4,-18.14,1,1
2538.9,47.58,193.2,2.5344,GHS paro,5.32,30.83,69.02,0.1726,11.4,86.7,47.2,-5.25,0,0
869.4,20.65,294.2,0.21869,MCT zone,0.39,1.41,16.44,0.2732,21.4,55.9,44.4,-4.47,1,0
2196.0,12.1,199.5,-0.11611,MCT zone,12.51,119.89,281.36,0.1043,10.0,85.9,88.5,-4.99,0,1
4308.0,40.3,194.1,-0.28439,GHS paro,1.91,10.22,68.75,0.1868,-0.6,70.4,65.0,-2.35,0,0
4649.9,37.91,192.7,0.59396,GHS paro,16.53,55.56,111.65,0.2975,-11.1,74.7,54.8,-0.9,0,0
2659.5,18.46,173.3,0.64987,GHS paro,12.7,61.67,109.81,0.206,5.6,91.9,59.2,-4.07,0,0
3664.0,15.74,61.8,0.15543,GHS paro,1.23,4.3,4.3,0.2866,-0.2,56.3,43.7,-3.28,0,0
2035.1,38.14,191.8,-2.00134,Lingtse,5.28,26.01,62.56,0.203,13.2,87.9,51.6,-1.44,0,0
2339.8,11.95,269.1,0.36653,GHS paro,0.32,1.26,2.71,0.2502,16.0,61.8,24.9,-1.34,0,0
1409.3,5.53,321.8,0.06017,LHS Daling,9.11,33.67,96.15,0.2705,8.3,71.1,63.4,-2.06,0,0
815.6,8.55,96.8,0.1195,Lingtse,1.25,21.87,68.73,0.0572,19.0,85.0,72.8,-3.42,0,0
2503.5,6.78,20.8,0.30134,GHS paro,1.5,14.91,62.26,0.1004,2.2,76.4,50.2,-3.05,0,0
3652.8,14.68,26.1,-0.57531,MCT zone,0.22,5.79,17.02,0.0374,4.1,55.0,37.3,-1.4,0,0
2194.9,19.74,42.4,0.03273,GHS paro,9.51,90.4,150.66,0.1052,9.1,79.2,59.9,-12.71,1,0
2633.1,17.32,197.1,0.33625,MCT zone,0.48,2.06,3.53,0.2349,10.8,47.2,37.4,-1.75,0,0
2981.2,15.8,100.8,-0.0154,LHS Daling,14.74,77.49,143.87,0.1902,3.9,87.4,69.0,-3.47,0,0
2723.9,13.15,251.1,-0.26763,GHS paro,19.99,132.55,338.57,0.1508,1.6,98.2,75.7,-13.6,1,1
2503.5,6.78,20.8,0.30134,GHS paro,0.63,0.63,8.98,1.0,9.9,60.3,24.5,-0.88,0,0
1601.1,16.78,286.1,-0.21162,MCT zone,16.34,261.49,826.92,0.0625,6.1,90.3,89.4,-5.45,0,1
1949.5,8.28,36.6,0.20913,LHS Daling,12.18,58.81,121.19,0.2071,5.4,91.1,46.2,-10.91,1,0
1011.3,20.91,250.1,0.37373,GHS paro,0.04,3.73,4.51,0.0107,12.0,48.6,21.9,-1.35,0,0
1283.5,5.23,39.8,-0.33568,LHS Daling,5.33,61.35,131.29,0.0868,15.8,82.5,45.3,-3.79,0,0
3410.3,21.58,32.2,0.64294,LHS Daling,56.13,202.68,554.62,0.2769,1.3,90.8,79.6,-4.97,0,1
3626.9,18.3,287.0,0.12854,MCT zone,26.47,162.79,557.47,0.1626,2.2,91.7,91.9,-15.14,1,1
3115.5,24.77,339.9,0.27117,LHS Daling,0.17,3.31,3.31,0.0499,4.6,60.0,42.7,-0.79,0,0
