rainfall_mm_1h,rainfall_mm_24h,rainfall_mm_72h,soil_moisture_pct,sar_deformation_flag,insar_velocity_mm_yr,landslide_triggered
0.87,39.28,81.47,48.68,0,-2.81,0
2.8,21.84,41.05,38.47,0,-4.34,0
4.03,36.13,121.97,51.41,0,-3.03,0
1.32,16.79,34.87,38.75,0,-0.54,0
2.79,35.11,108.84,47.94,0,-1.45,0
1.46,12.2,58.35,58.13,0,-2.43,0
4.17,43.25,117.71,45.59,0,-0.51,0
15.62,76.53,165.34,44.13,0,-3.11,0
4.09,40.57,76.79,47.92,0,-3.01,0
0.21,8.18,35.64,38.04,0,-3.97,0
2.27,14.35,55.76,45.12,0,-2.35,0
5.15,57.96,131.95,39.52,0,-3.18,0
2.73,45.19,89.15,39.28,0,-0.98,0
10.56,59.77,101.49,47.98,0,-0.21,0
0.2,52.14,117.94,56.66,0,-0.94,0
1.2,10.44,86.65,38.98,0,-0.47,0
0.87,10.17,85.51,50.13,0,-2.04,0
5.11,30.53,73.85,44.72,0,-2.21,0
2.6,20.89,32.27,37.45,1,-7.72,0
0.52,9.4,14.27,30.71,0,-0.81,0
1.18,29.76,66.08,44.44,0,-1.12,1
2.59,14.28,55.55,42.29,0,-3.63,0
19.44,105.72,195.55,64.61,0,-2.68,1
1.59,21.65,59.1,43.32,0,-0.33,0
0.6,7.53,62.13,48.85,1,-24.81,1
2.41,20.83,44.06,37.57,0,-2.91,0
1.3,6.2,79.21,52.46,0,-1.0,0
2.92,71.93,163.96,55.58,0,-1.28,0
2.2,14.28,22.59,32.59,0,-2.58,0
4.09,61.13,179.72,49.1,0,-2.61,0
8.6,40.16,128.96,48.98,0,-3.66,0
0.78,8.43,53.21,38.39,0,-1.74,0
6.02,24.35,74.71,37.06,0,-2.56,0
10.43,86.22,168.24,52.79,0,-2.7,0
1.64,74.42,156.68,59.58,0,-2.6,0
0.42,5.32,36.11,41.7,0,-0.51,0
6.04,31.66,61.25,35.16,0,-1.97,0
4.23,35.03,66.96,53.01,0,-1.66,0
0.84,13.88,54.32,46.33,0,-4.47,0
2.06,41.28,103.31,60.85,0,-2.2,0
3.02,23.3,56.77,48.2,0,-2.07,0
0.65,3.13,19.75,42.23,0,-2.28,0
4.39,65.17,177.85,59.93,0,-4.15,1
4.1,27.53,80.64,43.22,0,-2.83,0
7.64,61.32,248.14,63.38,1,-13.28,0
2.93,38.36,145.05,43.91,1,-12.41,0
2.99,16.94,56.56,41.81,0,-4.2,0
3.38,10.01,17.69,31.84,0,-1.34,0
1.12,7.67,25.21,39.38,0,-1.89,0
4.97,85.28,130.33,54.67,0,-4.36,0
3.8,47.34,90.25,46.4,1,-22.45,0
6.4,31.64,66.44,37.61,1,-6.39,0
5.12,32.03,113.67,47.99,0,-1.04,0
3.56,28.68,68.48,43.86,0,-1.85,0
0.61,2.68,16.18,28.02,0,-2.91,0
8.8,38.57,100.97,37.02,0,-0.37,0
1.6,31.94,75.53,46.19,0,-0.56,0
11.66,47.76,89.89,46.22,0,-0.22,0
1.8,48.27,74.16,43.58,0,-1.14,0
0.55,24.81,39.68,39.49,0,-0.99,0
7.57,44.99,115.0,49.64,0,-3.86,0
5.55,69.93,129.38,58.92,0,-1.0,1
5.4,32.53,81.71,43.59,0,-3.04,0
0.33,45.4,138.16,50.32,1,-10.95,0
7.4,51.5,134.12,50.24,0,-2.75,0
3.18,39.06,110.81,52.29,0,-2.07,0
2.22,42.83,152.3,56.57,0,-1.96,0
8.55,31.94,76.78,43.66,0,-3.88,0
3.84,27.58,84.58,47.67,0,-0.92,0
0.5,17.13,79.95,48.89,0,-2.76,0
2.57,28.74,67.04,47.71,0,-3.73,0
3.54,18.08,59.43,42.64,0,-3.27,0
8.01,132.37,320.53,61.08,1,-24.71,0
1.15,32.43,116.75,48.19,1,-12.14,0
5.53,35.15,83.87,48.94,0,-4.0,0
5.63,44.85,105.48,54.35,0,-2.84,0
0.48,13.0,39.45,39.36,0,-0.21,0
0.06,39.72,75.33,44.28,0,-2.2,0
3.05,23.85,62.12,40.91,0,-3.5,0
5.45,22.96,58.59,47.08,0,-0.98,0
2.83,16.06,33.97,31.0,0,-3.12,0
5.87,104.93,211.79,57.73,0,-0.8,1
3.41,21.15,85.52,55.09,1,-14.03,0
3.71,25.45,40.95,44.84,0,-2.64,0
0.1,14.09,44.32,40.83,0,-0.35,0
0.32,8.16,33.45,34.56,0,-0.59,0
4.52,16.74,82.09,46.07,0,-3.91,0
5.04,35.04,72.02,46.06,0,-0.34,0
2.73,17.09,39.73,49.22,0,-1.48,0
3.12,31.85,128.72,58.59,0,-2.64,0
3.34,23.43,82.5,51.87,0,-1.12,1
0.39,16.59,48.32,40.01,0,-1.16,0
3.86,21.46,54.77,39.75,0,-3.54,0
2.28,29.75,64.23,43.19,0,-1.45,0
3.23,13.45,25.38,39.58,0,-0.37,0
2.9,21.87,55.42,50.51,0,-3.3,0
5.04,30.91,73.05,41.55,0,-4.3,0
1.34,15.87,44.18,28.32,0,-3.78,0
1.64,15.71,35.93,36.42,0,-2.56,0
1.74,26.48,83.78,52.92,0,-2.03,1
5.03,43.91,124.55,50.16,0,-4.18,0
1.97,21.25,40.35,41.1,0,-3.49,0
0.68,7.02,104.14,44.93,0,-2.65,0
14.27,59.75,122.34,51.29,0,-3.98,0
2.38,77.6,160.95,52.56,0,-2.79,0
0.4,5.3,12.59,29.46,0,-4.39,0
3.88,12.34,18.41,33.33,0,-3.89,0
4.7,27.61,94.2,52.64,0,-2.57,0
2.43,24.85,51.46,39.41,0,-4.17,0
3.64,27.08,47.29,34.87,0,-1.67,0
0.66,39.46,98.78,42.23,0,-3.21,0
1.61,21.69,70.87,50.83,0,-0.94,0
0.62,9.14,28.57,31.5,0,-4.05,0
1.71,68.8,107.0,53.5,0,-1.27,0
2.9,16.27,26.68,27.05,0,-4.28,0
2.05,10.35,34.42,45.11,0,-0.27,0
3.15,14.61,47.33,54.48,0,-3.13,0
2.44,11.63,33.14,38.55,0,-0.85,0
1.34,35.54,90.99,47.27,0,-3.51,0
0.54,9.96,17.43,39.17,0,-2.32,0
1.02,29.38,51.63,39.07,0,-4.11,0
0.78,32.51,52.86,42.07,0,-3.27,0
4.3,23.19,57.72,29.03,0,-3.5,0
6.0,49.18,89.53,48.12,0,-0.72,0
4.46,28.33,45.28,45.85,0,-0.62,0
3.61,59.05,139.33,52.25,0,-3.86,0
1.29,6.81,16.49,29.42,0,-1.17,0
4.34,33.44,108.78,48.97,0,-3.93,1
3.25,57.38,130.56,63.47,0,-0.81,0
0.17,6.34,24.49,35.46,0,-1.53,0
8.34,24.51,55.27,42.54,0,-4.19,0
0.29,18.02,122.93,50.81,0,-3.81,0
2.45,16.38,43.31,44.73,0,-0.43,0
2.52,24.35,79.43,42.88,0,-2.13,0
6.35,60.15,186.62,64.76,1,-16.25,1
8.55,42.15,155.0,55.41,0,-0.26,0
9.83,59.35,111.3,57.32,1,-23.42,0
2.95,19.75,38.95,36.63,0,-2.97,0
3.98,48.73,81.34,51.31,0,-0.65,0
0.32,27.84,78.57,49.46,1,-23.77,0
2.34,18.79,57.22,42.46,0,-2.38,0
7.98,44.23,70.61,52.22,0,-3.9,1
2.13,38.37,98.97,56.34,0,-4.32,0
0.25,10.09,49.59,37.86,0,-2.4,0
0.78,13.17,30.61,32.59,1,-12.35,0
1.96,17.45,52.28,40.48,0,-3.33,0
0.95,7.03,47.6,39.13,0,-1.03,0
1.74,18.07,45.87,45.41,0,-4.25,0
1.42,40.96,86.24,49.79,1,-10.03,0
1.34,17.63,92.26,44.41,0,-0.21,0
0.33,13.12,29.78,31.67,0,-2.89,0
7.5,27.91,103.14,50.99,0,-1.67,0
4.13,22.76,81.68,51.61,0,-1.91,0
3.42,11.5,45.34,47.91,0,-1.15,0
3.26,17.71,56.22,43.4,0,-1.95,0
1.77,20.34,59.75,42.66,0,-3.76,0
6.07,38.66,102.33,49.19,0,-3.21,0
9.31,44.56,80.86,43.5,0,-0.61,0
0.02,92.31,147.82,54.97,0,-0.44,0
0.29,10.91,19.21,30.15,0,-2.38,0
3.93,50.98,145.62,53.11,0,-3.34,0
0.94,9.24,95.43,52.34,0,-3.06,0
8.49,46.22,142.38,47.65,0,-3.92,0
3.85,32.02,81.11,37.6,0,-0.77,0
1.61,4.19,10.88,24.82,0,-2.8,0
1.88,9.58,33.33,40.91,0,-3.49,0
4.11,25.27,101.28,51.92,0,-4.23,0
0.53,6.54,32.81,41.51,0,-0.63,0
7.52,45.44,108.16,42.82,0,-1.23,0
0.02,23.23,87.38,50.74,0,-1.72,1
13.51,70.15,184.7,51.15,0,-2.53,0
0.64,8.84,63.66,38.66,0,-1.96,0
4.74,57.54,92.57,42.47,0,-3.9,0
0.14,4.07,8.78,23.1,0,-4.29,0
1.98,28.59,81.29,60.42,0,-0.5,0
3.48,71.96,202.89,62.21,0,-3.21,0
0.25,6.21,25.41,25.37,0,-0.69,0
2.05,7.1,28.86,27.8,0,-4.06,0
1.26,83.69,187.41,58.93,0,-0.81,1
2.41,14.43,82.08,48.18,0,-4.46,0
2.46,19.83,137.74,51.21,1,-22.98,0
5.38,29.38,83.1,55.95,0,-1.84,0
0.46,7.11,38.25,33.84,0,-2.72,0
0.3,99.9,265.08,67.51,0,-1.9,1
1.8,9.72,37.78,42.23,0,-1.21,0
7.65,45.81,80.4,59.08,0,-2.91,0
6.77,51.54,129.47,65.77,0,-3.33,0
2.87,24.38,47.05,43.96,0,-4.26,0
7.69,34.05,59.63,43.44,0,-1.96,1
5.73,106.4,230.39,62.95,1,-19.97,1
1.14,48.73,125.31,56.17,0,-3.78,0
0.65,9.93,28.58,26.28,0,-3.77,0
1.25,21.89,102.38,42.83,1,-13.96,0
0.9,5.12,18.72,37.3,0,-1.73,0
3.41,19.31,47.04,47.32,0,-0.26,0
3.08,18.38,126.92,60.71,1,-21.76,0
3.19,36.06,78.95,45.76,0,-3.92,0
0.73,7.55,29.26,37.42,0,-3.7,0
5.49,45.69,123.72,50.63,0,-3.69,0
1.99,18.22,77.08,55.71,0,-1.71,0
2.24,60.54,167.4,55.09,0,-0.4,0
20.29,67.28,200.53,55.5,0,-0.94,0
1.16,39.89,93.17,48.24,1,-15.49,0
1.75,25.08,58.93,41.16,0,-0.78,0
3.95,98.09,277.36,63.03,0,-0.74,0
7.43,56.85,136.77,58.81,1,-7.84,0
0.47,28.72,113.95,52.42,0,-0.61,0
4.65,31.08,45.84,37.24,0,-1.62,0
8.77,61.68,130.47,50.38,0,-4.37,1
1.92,13.6,45.26,37.38,0,-0.29,1
1.18,4.47,39.46,28.89,0,-3.77,0
3.96,42.48,103.22,54.95,0,-4.47,0
0.99,9.3,14.73,34.1,0,-2.08,0
1.7,17.4,125.29,60.88,0,-4.26,1
7.95,28.06,114.41,53.75,0,-1.32,0
3.12,22.88,57.01,35.18,0,-4.42,0
0.35,2.33,20.49,33.78,1,-20.05,0
1.4,12.62,43.68,40.6,0,-4.0,0
3.45,18.54,88.11,51.99,0,-0.76,0
2.3,22.54,67.36,53.76,0,-3.94,0
3.78,11.26,67.37,38.6,0,-4.25,1
5.02,71.51,205.5,62.56,1,-8.71,0
2.29,74.14,132.09,52.98,0,-0.59,0
15.19,58.59,146.06,68.04,1,-9.46,0
8.61,35.74,74.04,50.4,0,-1.74,0
0.22,3.12,54.42,40.85,0,-3.23,0
1.08,51.44,99.66,56.75,0,-0.25,0
1.25,22.88,104.41,49.36,0,-4.29,0
0.71,22.16,109.07,54.59,0,-2.46,0
1.31,49.57,76.7,44.52,0,-1.74,0
1.94,54.09,148.76,55.82,0,-2.61,0
0.19,36.28,76.78,52.83,0,-3.28,0
0.48,31.94,44.91,38.14,0,-1.38,0
0.35,42.91,115.61,36.81,0,-1.45,0
0.17,42.72,95.91,45.65,0,-2.21,0
2.3,20.52,76.37,53.81,1,-9.3,0
1.42,76.84,257.85,70.46,0,-3.24,1
9.59,81.21,174.86,54.04,0,-1.59,0
0.38,10.68,42.83,31.5,0,-1.59,0
9.11,65.86,178.94,55.58,0,-2.29,0
0.32,24.15,81.01,52.0,0,-2.53,0
3.38,19.3,61.28,42.5,0,-2.99,0
1.0,39.82,97.31,39.68,0,-2.86,0
6.14,19.02,50.19,44.06,0,-1.8,0
0.22,48.2,103.21,55.59,0,-1.48,0
10.67,63.39,214.27,68.17,1,-11.81,0
0.17,3.84,27.4,24.92,0,-2.98,0
0.97,44.56,163.47,62.44,0,-2.06,0
2.18,14.19,48.32,41.72,0,-0.78,0
4.94,64.52,132.96,50.61,0,-0.23,0
10.56,48.88,127.81,45.13,0,-0.33,0
1.96,62.84,194.9,49.76,0,-3.93,0
4.96,22.83,57.06,38.88,0,-2.17,0
4.55,23.28,47.75,36.58,0,-3.03,0
2.96,65.85,139.38,54.02,1,-25.81,0
4.11,17.11,74.24,53.42,0,-0.74,0
0.14,58.07,123.1,52.5,0,-2.12,0
2.04,40.25,97.33,41.92,0,-2.52,0
5.39,20.97,55.39,37.28,0,-3.82,0
2.25,23.21,66.76,46.34,0,-4.47,0
7.24,24.82,68.44,41.21,0,-3.26,0
6.28,30.27,65.86,43.91,0,-2.96,0
6.97,48.16,215.67,66.1,1,-18.57,0
0.49,20.62,71.64,48.81,0,-3.8,0
0.98,80.11,109.08,48.45,1,-18.01,0
0.11,4.32,19.39,27.74,0,-0.21,0
14.22,46.69,119.54,62.29,0,-2.41,1
0.94,23.2,56.96,39.2,0,-3.57,0
1.6,8.05,49.12,52.93,0,-0.98,0
1.13,31.26,60.37,51.5,0,-3.43,0
0.14,10.97,37.16,37.56,0,-0.24,0
1.06,64.37,151.26,49.57,0,-2.67,0
0.36,21.69,54.5,42.37,0,-3.86,0
1.75,18.81,51.98,48.21,0,-2.05,0
11.92,80.97,197.1,57.29,0,-3.38,0
4.19,53.22,161.48,49.97,0,-2.48,0
4.3,44.66,102.47,47.54,0,-2.98,0
2.11,17.21,60.48,45.38,0,-2.42,0
5.84,28.0,93.58,51.45,0,-2.25,0
8.36,54.2,160.76,56.9,0,-3.82,0
11.4,59.42,118.91,50.04,0,-0.6,0
0.36,8.85,74.04,45.38,0,-2.71,0
7.41,62.37,98.41,47.48,0,-0.69,0
0.89,4.89,24.46,34.99,0,-2.62,0
1.77,17.22,74.96,47.46,0,-4.34,0
1.48,8.14,63.57,42.83,1,-13.79,0
3.94,25.64,51.0,37.19,0,-2.01,0
3.19,25.18,58.76,49.34,0,-3.65,0
0.4,30.88,49.81,42.62,0,-1.79,0
5.34,99.6,280.63,67.11,1,-24.76,0
2.03,24.44,77.22,42.82,0,-0.69,0
0.01,8.3,22.64,33.28,0,-1.16,0
1.87,43.8,130.35,49.82,0,-3.15,0
2.54,14.39,40.92,46.06,0,-3.76,0
0.25,3.4,15.03,25.71,0,-2.98,0
0.57,11.05,76.51,41.37,0,-3.8,0
17.66,105.16,167.56,57.39,0,-2.8,1
7.17,67.61,172.84,51.63,1,-23.2,0
0.5,53.62,135.31,61.21,0,-4.43,0
3.04,24.4,77.86,39.59,0,-0.56,0
1.67,22.25,47.45,39.4,0,-2.26,0
2.75,13.9,55.77,40.37,0,-1.02,1
2.23,19.47,27.04,36.62,0,-2.2,0
0.17,52.27,137.29,50.34,0,-2.35,0
1.33,16.96,45.12,41.32,0,-2.87,0
0.47,6.86,47.89,36.38,0,-2.09,0
2.35,21.38,70.71,40.35,0,-1.6,0
8.32,41.43,70.34,44.2,1,-17.37,0
18.94,82.33,162.18,56.09,0,-0.35,0
10.1,59.11,137.22,52.94,0,-0.95,0
14.87,108.74,215.72,58.4,0,-2.13,1
0.05,17.8,52.23,48.5,0,-2.0,0
4.58,33.48,133.66,55.49,0,-1.02,0
1.12,45.18,106.02,52.02,0,-3.74,0
7.02,77.72,111.61,56.87,0,-3.14,0
5.88,24.95,116.34,45.27,0,-1.68,0
1.93,24.72,80.37,57.46,0,-3.63,0
2.24,34.9,112.96,43.27,0,-4.45,0
1.08,6.01,74.94,52.3,1,-11.67,1
1.19,41.72,171.15,48.93,0,-1.76,0
13.9,39.61,54.72,41.9,0,-4.47,0
7.69,57.39,126.71,50.16,0,-0.79,0
0.75,6.4,20.53,40.67,0,-0.53,0
1.13,30.34,111.13,55.3,0,-2.44,1
0.4,4.37,19.94,31.4,0,-2.21,0
15.74,94.46,256.09,65.11,0,-0.54,0
8.32,25.11,94.0,50.57,1,-8.62,0
2.81,20.12,67.57,48.32,0,-2.0,0
4.13,105.47,140.35,53.67,0,-3.74,0
4.82,16.54,55.04,38.82,0,-3.24,0
0.8,12.97,27.69,24.46,0,-4.13,0
9.55,67.91,136.42,52.54,0,-1.63,0
2.62,11.43,21.65,34.08,0,-1.53,0
0.34,3.72,6.49,22.82,0,-2.19,0
1.77,12.7,58.5,42.65,1,-25.08,0
3.22,30.32,138.37,60.03,0,-1.09,0
1.52,55.12,217.79,60.91,1,-16.92,1
4.2,59.35,97.03,45.9,0,-0.46,0
7.48,101.76,243.02,66.43,0,-2.16,1
5.17,31.28,76.06,47.43,0,-4.09,0
3.6,81.13,221.98,61.65,0,-0.22,0
2.51,22.0,90.25,46.46,0,-2.9,0
1.03,14.31,120.23,46.23,0,-3.98,0
2.12,17.85,45.88,41.43,0,-0.66,0
1.21,4.42,46.62,42.23,0,-4.14,0
9.51,71.25,207.09,56.24,0,-3.72,0
8.32,22.6,37.89,38.98,0,-1.12,0
0.59,28.47,65.09,49.01,0,-4.09,0
6.05,37.35,98.24,44.68,0,-3.66,0
4.25,25.24,118.51,54.44,0,-0.68,0
12.94,76.27,228.1,60.54,0,-3.77,1
2.18,20.21,65.14,49.15,0,-2.53,0
4.48,81.66,193.94,64.36,0,-3.71,0
2.55,28.8,71.91,45.92,0,-2.86,0
0.25,16.85,62.74,43.87,0,-1.88,0
0.17,3.44,7.54,27.13,0,-2.78,0
0.46,11.89,42.62,34.12,0,-2.94,0
1.23,4.27,55.01,44.26,0,-3.49,0
1.05,33.12,78.96,47.13,0,-3.77,0
4.56,17.36,54.52,38.4,0,-3.05,0
4.4,35.57,84.55,37.9,0,-4.46,0
12.44,57.84,137.81,57.15,0,-3.55,0
1.3,16.28,62.0,41.96,0,-4.12,0
9.76,44.87,102.93,53.82,0,-1.57,0
3.32,48.12,98.79,43.02,0,-1.56,0
2.39,17.28,51.53,41.88,0,-1.76,0
3.86,38.17,77.62,46.44,0,-2.09,0
4.25,51.69,122.16,51.7,1,-10.85,1
0.66,10.61,32.0,44.48,0,-0.52,0
4.88,26.69,55.77,43.25,0,-2.34,0
4.52,31.48,55.09,33.65,0,-0.89,0
21.02,115.94,224.27,58.83,1,-14.58,1
8.5,47.51,154.53,47.89,0,-0.33,0
4.04,17.95,49.68,48.18,1,-16.6,0
4.36,19.28,40.18,40.03,0,-1.9,0
10.21,62.14,169.04,56.37,0,-0.6,1
11.96,55.17,94.4,42.16,0,-1.82,0
6.14,31.02,83.86,48.49,0,-3.68,0
5.1,38.05,110.32,56.59,0,-0.79,0
0.41,38.13,85.5,50.84,0,-4.43,0
6.21,77.5,125.44,55.87,0,-0.45,0
1.02,18.85,44.29,47.0,0,-1.44,0
2.9,60.06,143.28,62.57,0,-3.53,0
1.82,20.83,50.33,41.79,0,-1.74,0
1.48,28.12,56.52,45.55,0,-2.27,0
1.3,9.98,76.3,54.95,0,-1.0,0
6.77,28.91,57.35,37.76,0,-3.28,0
5.13,21.24,156.19,58.49,0,-0.97,0
2.59,14.88,114.68,46.77,0,-3.85,0
3.82,47.14,134.45,52.19,1,-17.24,0
14.59,72.26,157.47,62.9,0,-2.56,1
1.77,10.86,83.39,43.33,0,-4.21,0
2.8,65.93,142.84,60.34,1,-24.64,0
2.67,37.26,72.1,42.61,0,-3.4,0
9.62,62.07,88.57,53.85,0,-3.89,0
1.52,6.35,35.78,44.95,0,-0.59,0
15.0,94.76,241.03,57.19,1,-15.59,0
1.27,6.65,78.23,49.89,0,-1.2,0
0.4,20.66,59.43,48.77,0,-1.41,0
0.74,24.05,96.21,47.31,0,-0.27,0
1.94,20.27,41.08,41.87,0,-4.04,0
3.67,58.98,113.98,45.82,0,-3.38,0
2.55,9.82,39.5,49.58,0,-0.8,0
1.65,42.74,98.53,46.07,0,-1.61,0
2.89,23.89,111.19,50.01,0,-2.26,0
6.39,49.62,105.75,50.1,0,-2.32,0
6.39,123.24,243.27,62.24,1,-10.4,0
4.53,38.61,157.03,58.42,0,-2.23,0
10.66,85.14,200.47,61.56,0,-2.99,1
3.12,19.8,40.15,33.24,0,-4.0,0
0.03,33.23,57.19,36.51,0,-1.91,0
1.2,34.09,74.85,54.62,0,-3.97,0
1.39,73.9,125.39,58.89,0,-1.14,1
2.77,64.24,142.33,48.33,0,-0.72,0
8.23,30.95,69.76,47.2,0,-1.23,0
6.37,41.5,97.4,53.7,0,-1.09,0
0.92,53.37,137.0,64.64,1,-23.49,1
2.56,34.75,90.06,46.21,0,-1.84,0
3.77,27.53,78.1,51.79,0,-3.0,0
15.34,60.68,118.99,56.02,0,-3.19,1
0.11,9.22,32.34,33.23,1,-12.25,0
2.18,33.3,112.87,49.94,0,-1.16,0
15.51,82.54,222.96,57.0,0,-2.08,0
13.23,58.71,128.45,55.24,0,-2.24,0
1.41,7.29,15.75,23.66,0,-4.3,0
0.0,20.06,54.65,41.12,0,-2.65,0
3.09,66.29,99.23,48.11,0,-4.37,0
7.06,43.83,96.85,39.35,0,-2.68,1
1.37,56.71,111.41,53.02,1,-8.22,1
9.53,38.1,79.43,50.29,0,-1.85,0
1.42,51.5,109.72,44.02,0,-3.61,0
3.3,41.74,114.34,51.85,0,-2.01,0
4.48,77.26,194.67,52.15,0,-0.63,0
1.48,38.82,72.52,46.33,0,-0.61,0
1.52,15.19,52.92,47.68,0,-1.22,0
2.22,56.39,132.7,51.34,0,-2.63,0
6.31,49.03,111.14,49.98,1,-21.11,0
0.37,5.73,37.53,48.67,0,-2.49,0
3.49,11.14,36.23,34.03,0,-3.41,0
3.96,26.08,67.65,40.15,0,-2.98,0
2.86,43.7,129.83,53.56,0,-2.45,0
9.61,44.05,113.32,63.79,0,-1.12,1
3.22,27.69,61.99,45.0,0,-4.0,0
3.52,18.54,51.85,38.3,0,-1.39,0
3.2,24.73,163.02,59.66,0,-1.29,0
4.48,28.36,76.08,50.07,0,-1.31,0
0.51,14.55,32.1,39.64,0,-0.61,0
7.86,136.75,361.69,70.21,1,-21.02,0
0.15,43.14,95.0,53.98,1,-17.63,0
3.58,25.04,47.88,40.04,0,-2.44,0
3.35,35.14,66.17,43.91,0,-2.15,0
0.82,17.98,126.66,57.45,0,-2.44,0
0.15,3.43,17.25,19.69,0,-1.48,0
0.52,94.07,206.43,46.82,0,-3.71,0
1.11,14.58,48.01,37.73,0,-2.5,0
7.48,54.47,77.55,44.87,0,-1.1,0
6.78,45.2,80.72,50.59,0,-4.08,0
0.23,5.26,21.01,30.79,0,-0.67,0
1.2,9.06,131.53,59.62,0,-3.35,0
7.7,42.3,141.15,55.45,0,-3.12,0
0.95,15.29,77.91,42.75,0,-0.51,0
19.29,106.85,231.89,67.56,1,-17.98,1
1.04,57.03,113.27,53.09,0,-1.56,0
4.7,46.16,126.31,46.71,0,-3.39,0
1.89,53.58,137.19,58.16,1,-13.95,1
0.51,39.39,88.07,52.1,0,-2.46,0
1.03,28.12,95.66,43.01,0,-4.38,0
3.94,21.0,99.77,50.5,0,-2.83,1
1.44,27.46,60.5,46.46,0,-1.47,0
3.24,17.06,80.47,38.75,1,-13.82,0
0.81,6.51,33.83,42.37,0,-3.11,0
2.08,31.96,98.01,46.28,0,-2.11,0
2.51,30.44,74.74,41.78,0,-4.12,0
1.86,9.7,66.61,43.21,0,-3.93,0
0.77,11.65,41.78,42.7,0,-0.83,0
2.17,9.64,18.23,37.24,0,-3.58,1
4.13,45.82,111.39,59.8,0,-4.25,0
11.72,129.09,371.91,62.12,1,-6.78,1
5.45,54.51,173.25,59.33,0,-1.22,0
0.62,40.64,88.1,51.69,0,-0.24,0
1.11,17.04,64.39,46.63,0,-0.7,0
0.29,2.86,14.54,26.05,0,-4.33,0
0.51,28.35,67.29,46.04,0,-1.88,0
1.01,9.73,39.3,40.18,0,-1.87,0
0.78,13.23,46.29,37.17,0,-1.35,0
0.84,28.26,47.29,42.97,0,-0.91,0
0.92,50.64,103.85,51.56,0,-2.39,0
1.25,20.5,84.29,40.93,0,-3.31,0
0.47,67.03,175.35,60.82,1,-12.86,0
1.14,18.75,47.93,41.27,0,-0.35,0
4.08,25.47,58.68,33.61,0,-3.65,0
0.94,17.42,29.3,34.3,0,-4.21,0
0.66,41.35,63.74,44.7,0,-2.09,0
0.25,16.86,93.51,45.49,0,-1.78,0
2.43,35.39,80.25,48.6,0,-1.19,0
6.46,35.38,76.45,44.97,0,-1.5,0
0.21,16.73,47.28,45.67,0,-2.97,0
2.74,13.99,107.44,52.34,0,-3.51,0
3.68,21.68,60.73,53.0,0,-1.63,0
3.14,19.37,54.65,35.0,0,-1.66,0
7.35,46.49,120.09,54.11,0,-2.14,0
7.05,57.79,102.33,50.4,0,-0.93,0
0.21,36.49,162.75,58.76,0,-4.19,0
1.57,8.97,14.12,37.33,0,-3.23,0
3.89,34.5,109.08,44.02,0,-2.06,0
10.66,72.67,183.0,61.26,1,-20.42,0
5.72,39.23,110.6,53.06,0,-3.85,1
0.68,22.95,97.22,45.07,0,-2.28,0
1.15,9.7,55.36,48.31,0,-3.63,0
5.05,79.96,136.8,54.6,0,-0.34,0
2.23,66.35,130.42,49.93,0,-1.38,0
2.77,18.08,37.95,40.36,1,-10.91,0
3.29,40.54,167.2,61.8,0,-2.3,1
0.38,2.09,33.59,38.62,0,-1.47,0
6.78,20.83,48.64,38.73,0,-1.06,0
6.96,103.35,212.93,56.21,1,-10.18,1
2.21,33.05,58.32,38.92,0,-3.39,0
3.45,21.26,68.25,48.91,0,-0.99,0
3.77,39.24,90.67,53.39,0,-2.75,0
0.74,39.51,91.62,47.55,0,-2.02,0
0.42,42.44,146.73,66.93,0,-3.48,0
0.07,0.76,5.38,26.17,0,-1.07,0
8.54,58.45,100.29,49.66,0,-1.36,0
1.48,42.79,77.51,44.61,0,-1.91,0
0.31,19.45,33.76,36.49,0,-0.92,0
2.19,23.35,57.54,42.63,0,-2.18,0
0.28,3.22,30.32,39.0,0,-1.99,0
0.31,6.29,9.61,28.11,0,-4.46,0
2.35,27.24,40.75,41.97,0,-2.75,0
2.49,46.52,73.1,37.84,0,-0.5,0
3.04,40.12,74.21,42.9,0,-2.18,0
3.74,27.28,49.71,39.51,0,-3.98,0
3.86,43.46,72.63,44.46,1,-23.31,0
1.99,37.98,65.03,35.16,0,-4.34,0
3.61,37.63,130.48,58.13,0,-4.05,0
1.27,10.3,30.8,28.89,0,-0.96,0
2.04,19.16,70.38,42.17,0,-0.22,0
1.75,13.52,23.16,33.76,0,-2.85,1
1.4,4.56,34.54,47.5,0,-3.22,0
0.95,5.69,51.54,41.26,0,-0.76,0
0.29,29.87,72.49,47.96,0,-0.92,0
2.47,9.72,24.44,26.89,0,-4.34,0
2.7,23.94,59.86,39.13,0,-4.26,0
1.43,92.19,218.17,57.0,0,-0.87,0
13.03,83.5,164.1,54.1,0,-1.26,0
2.85,35.78,68.81,50.13,0,-4.04,0
7.69,25.97,125.46,50.37,0,-2.07,0
2.95,31.74,94.76,52.31,0,-3.63,0
0.74,15.87,74.84,42.27,0,-1.9,0
12.86,86.88,152.62,54.39,0,-3.37,0
7.58,39.27,97.96,37.72,0,-1.91,0
2.23,25.92,78.83,46.45,0,-4.07,0
0.97,92.75,219.38,60.48,1,-25.78,1
0.88,12.65,27.9,34.41,0,-2.45,0
5.74,37.08,100.86,59.94,1,-22.42,1
0.25,13.26,55.87,42.15,0,-2.99,0
3.56,29.78,80.7,33.5,0,-1.52,0
